N02_001,N02_002,N02_003,N02_004,N02_005,N02_005c,N02_005g,lon,lat
12,4,高浜線,伊予鉄道,松山市,008775,008773,132.76143,33.8357
12,4,高浜線,伊予鉄道,大手町,008767,008767,132.75531,33.83941
12,4,高浜線,伊予鉄道,西衣山,008728,008728,132.73365,33.85044
12,4,高浜線,伊予鉄道,衣山,008724,008724,132.74361,33.85242
12,4,高浜線,伊予鉄道,三津,008709,008709,132.71982,33.86408
12,4,高浜線,伊予鉄道,山西,008717,008717,132.72393,33.8559
12,4,高浜線,伊予鉄道,梅津寺,008695,008695,132.70745,33.87491
12,4,高浜線,伊予鉄道,高浜,008687,008687,132.70217,33.88377
12,4,高浜線,伊予鉄道,港山,008699,008699,132.71302,33.86952
21,4,城南線,伊予鉄道,本町一丁目,008756,008756,132.75865,33.84102
21,4,城南線,伊予鉄道,市役所前,008764,008764,132.7646,33.83972
21,4,城南線,伊予鉄道,南町,008738,008738,132.77924,33.84739
21,4,城南線,伊予鉄道,大街道,008754,008754,132.76939,33.84124
21,4,城南線,伊予鉄道,道後温泉,008729,008729,132.78512,33.85013
21,4,城南線,伊予鉄道,勝山町,008753,008753,132.77455,33.84171
21,4,城南線,伊予鉄道,南堀端,008769,008768,132.76091,33.83945
21,4,城南線,伊予鉄道,上一万,008742,008742,132.77543,33.84661
21,4,城南線,伊予鉄道,道後公園,008732,008732,132.78486,33.84812
21,4,連絡線,伊予鉄道,平和通一丁目,008737,008736,132.77459,33.84752
21,4,城南線,伊予鉄道,警察署前,008749,008749,132.77536,33.84436
21,4,城南線,伊予鉄道,県庁前,008755,008755,132.76606,33.84116
12,4,城北線,伊予鉄道,平和通一丁目,008736,008736,132.77459,33.84752
12,4,城北線,伊予鉄道,木屋町,008720,008720,132.76137,33.8533
12,4,城北線,伊予鉄道,鉄砲町,008733,008733,132.76932,33.84822
12,4,城北線,伊予鉄道,高砂町,008726,008726,132.76246,33.85141
12,4,城北線,伊予鉄道,萱町六丁目,008725,008725,132.75623,33.85212
12,4,城北線,伊予鉄道,古町,008740,008739,132.75483,33.84666
12,4,城北線,伊予鉄道,赤十字病院前,008734,008734,132.7728,33.84812
12,4,城北線,伊予鉄道,清水町,008730,008730,132.76466,33.84917
12,4,城北線,伊予鉄道,本町六丁目,008719,008719,132.75865,33.85349
21,4,大手町線,伊予鉄道,古町,008741,008739,132.75483,33.84666
21,4,大手町線,伊予鉄道,大手町駅前,008760,008760,132.75524,33.84032
21,4,大手町線,伊予鉄道,JR松山駅前,008758,008758,132.75233,33.84094
21,4,大手町線,伊予鉄道,宮田町,008751,008751,132.75288,33.84413
21,4,大手町線,伊予鉄道,西堀端,008762,008761,132.75779,33.8403
21,4,本町線,伊予鉄道,本町一丁目,008757,008756,132.75865,33.84102
21,4,本町線,伊予鉄道,本町五丁目,008727,008727,132.75876,33.85102
21,4,本町線,伊予鉄道,本町四丁目,008735,008735,132.75873,33.84828
21,4,本町線,伊予鉄道,本町六丁目,008721,008719,132.75885,33.85334
21,4,本町線,伊予鉄道,本町三丁目,008748,008748,132.75871,33.84538
12,5,井原線,井原鉄道,総社,007265,007263,133.73833,34.6754
12,5,井原線,井原鉄道,清音,007456,007455,133.73364,34.6449
12,5,井原線,井原鉄道,神辺,007759,007758,133.37871,34.53712
12,5,井原線,井原鉄道,御領,007700,007700,133.4021,34.5646
12,5,井原線,井原鉄道,いずえ,007634,007634,133.45024,34.58792
12,5,井原線,井原鉄道,吉備真備,007526,007526,133.69239,34.62693
12,5,井原線,井原鉄道,備中呉妹,007541,007541,133.66201,34.62163
12,5,井原線,井原鉄道,小田,007589,007589,133.54208,34.60582
12,5,井原線,井原鉄道,矢掛,007513,007513,133.58982,34.62929
12,5,井原線,井原鉄道,湯野,007726,007726,133.38708,34.5529
12,5,井原線,井原鉄道,子守唄の里高屋,007651,007651,133.43293,34.58156
12,5,井原線,井原鉄道,三谷,007563,007563,133.61922,34.61645
12,5,井原線,井原鉄道,井原,007624,007624,133.46856,34.59261
12,5,井原線,井原鉄道,早雲の里荏原,007619,007619,133.5074,34.59657
12,5,井原線,井原鉄道,川辺宿,007501,007501,133.71543,34.63236
12,4,大社線,一畑電車,川跡,004848,004848,132.77613,35.39488
12,4,大社線,一畑電車,遥堪,004863,004863,132.72588,35.3892
12,4,大社線,一畑電車,高浜,004858,004858,132.74665,35.39072
12,4,大社線,一畑電車,浜山公園北口,004864,004864,132.70773,35.38908
12,4,大社線,一畑電車,出雲大社前,004855,004855,132.68727,35.39336
12,4,北松江線,一畑電車,旅伏,004763,004763,132.80657,35.42096
12,4,北松江線,一畑電車,伊野灘,004648,004648,132.90125,35.46116
12,4,北松江線,一畑電車,松江フォーゲルパーク,004607,004607,132.94419,35.47483
12,4,北松江線,一畑電車,園,004661,004661,132.8678,35.45594
12,4,北松江線,一畑電車,湖遊館新駅,004673,004673,132.86249,35.45288
12,4,北松江線,一畑電車,川跡,004849,004848,132.77613,35.39488
12,4,北松江線,一畑電車,朝日ヶ丘,004585,004585,132.98758,35.48106
12,4,北松江線,一畑電車,長江,004589,004589,132.97464,35.47962
12,4,北松江線,一畑電車,布崎,004678,004678,132.8546,35.45017
12,4,北松江線,一畑電車,松江しんじ湖温泉,004625,004625,133.04496,35.46695
12,4,北松江線,一畑電車,大津町,004916,004916,132.77433,35.36942
12,4,北松江線,一畑電車,高ノ宮,004610,004610,132.93081,35.47191
12,4,北松江線,一畑電車,松江イングリッシュガーデン前,004599,004599,133.00359,35.47741
12,4,北松江線,一畑電車,武志,004868,004868,132.77323,35.38833
12,4,北松江線,一畑電車,美談,004781,004781,132.79782,35.41232
12,4,北松江線,一畑電車,雲州平田,004727,004727,132.82344,35.43205
12,4,北松江線,一畑電車,出雲科学館パークタウン前,004936,004936,132.76691,35.36317
12,4,北松江線,一畑電車,大寺,004802,004802,132.78715,35.40421
12,4,北松江線,一畑電車,秋鹿町,004600,004600,132.95714,35.47739
12,4,北松江線,一畑電車,一畑口,004637,004637,132.8828,35.46411
12,4,北松江線,一畑電車,津ノ森,004630,004630,132.91945,35.46643
12,4,北松江線,一畑電車,電鉄出雲市,004940,004940,132.75847,35.36121
12,4,鞍馬線,叡山電鉄,木野,005763,005763,135.77689,35.07118
12,4,鞍馬線,叡山電鉄,市原,005728,005728,135.76333,35.08839
12,4,鞍馬線,叡山電鉄,八幡前,005781,005781,135.79252,35.06588
12,4,鞍馬線,叡山電鉄,岩倉,005762,005762,135.78633,35.07122
12,4,鞍馬線,叡山電鉄,京都精華大前,005756,005756,135.76919,35.07287
12,4,鞍馬線,叡山電鉄,宝ヶ池,005810,005810,135.79236,35.05847
12,4,鞍馬線,叡山電鉄,鞍馬,005661,005661,135.77262,35.11309
12,4,鞍馬線,叡山電鉄,二軒茶屋,005748,005748,135.76593,35.07772
12,4,鞍馬線,叡山電鉄,二ノ瀬,005706,005706,135.76274,35.09793
12,4,鞍馬線,叡山電鉄,貴船口,005679,005679,135.76357,35.10586
12,4,叡山本線,叡山電鉄,修学院,005834,005834,135.79048,35.05034
12,4,叡山本線,叡山電鉄,八瀬比叡山口,005786,005786,135.80862,35.06534
12,4,叡山本線,叡山電鉄,一乗寺,005847,005847,135.78768,35.04468
12,4,叡山本線,叡山電鉄,出町柳,005876,005876,135.77372,35.03118
12,4,叡山本線,叡山電鉄,茶山・京都芸術大学,005859,005859,135.78477,35.03863
12,4,叡山本線,叡山電鉄,三宅八幡,005793,005793,135.79653,35.06255
12,4,叡山本線,叡山電鉄,元田中,005870,005870,135.78201,35.0351
12,4,叡山本線,叡山電鉄,宝ヶ池,005811,005810,135.79251,35.05846
12,4,鉄道線,遠州鉄道,遠州小松,006700,006700,137.77781,34.78421
12,4,鉄道線,遠州鉄道,上島,006866,006866,137.74571,34.74189
12,4,鉄道線,遠州鉄道,浜北,006673,006673,137.7846,34.79162
12,4,鉄道線,遠州鉄道,遠州芝本,006525,006525,137.79878,34.8244
12,4,鉄道線,遠州鉄道,自動車学校前,006844,006844,137.75193,34.74782
12,4,鉄道線,遠州鉄道,八幡,006989,006989,137.73617,34.7175
12,4,鉄道線,遠州鉄道,遠州病院,007022,007022,137.73339,34.71094
12,4,鉄道線,遠州鉄道,遠州岩水寺,006480,006480,137.80119,34.8347
12,4,鉄道線,遠州鉄道,新浜松,007064,007064,137.73243,34.70375
12,4,鉄道線,遠州鉄道,さぎの宮,006808,006808,137.75747,34.75759
12,4,鉄道線,遠州鉄道,積志,006750,006750,137.76363,34.76837
12,4,鉄道線,遠州鉄道,美薗中央公園,006640,006640,137.78989,34.79848
12,4,鉄道線,遠州鉄道,遠州西ヶ崎,006722,006722,137.77405,34.77711
12,4,鉄道線,遠州鉄道,遠州小林,006592,006592,137.7956,34.80868
12,4,鉄道線,遠州鉄道,助信,006959,006959,137.73858,34.72392
12,4,鉄道線,遠州鉄道,曳馬,006913,006913,137.74156,34.73352
12,4,鉄道線,遠州鉄道,第一通り,007035,007035,137.73301,34.70799
12,4,鉄道線,遠州鉄道,西鹿島,006450,006447,137.80797,34.84709
12,5,みなとみらい21線,横浜高速鉄道,みなとみらい,004656,004656,139.63309,35.45688
12,5,みなとみらい21線,横浜高速鉄道,元町・中華街,004704,004704,139.65171,35.44165
12,5,みなとみらい21線,横浜高速鉄道,新高島,004647,004647,139.6273,35.46195
12,5,みなとみらい21線,横浜高速鉄道,馬車道,004679,004679,139.63721,35.44965
12,5,みなとみらい21線,横浜高速鉄道,日本大通り,004686,004686,139.6437,35.44624
12,5,みなとみらい21線,横浜高速鉄道,横浜,004629,004633,139.62195,35.466
12,3,1号線,横浜市,吉野町,004721,004721,139.61876,35.43544
12,3,1号線,横浜市,阪東橋,004718,004718,139.62463,35.43738
12,3,1号線,横浜市,港南中央,004816,004816,139.59049,35.40093
12,3,1号線,横浜市,伊勢佐木長者町,004708,004708,139.63285,35.44103
12,3,1号線,横浜市,上大岡,004791,004790,139.59595,35.40854
12,3,1号線,横浜市,弘明寺,004761,004761,139.60189,35.42276
12,3,1号線,横浜市,蒔田,004737,004737,139.60993,35.42988
12,3,1号線,横浜市,関内,004691,004691,139.63531,35.44617
12,3,1号線,横浜市,湘南台,004842,004842,139.46704,35.39646
12,3,1号線,横浜市,踊場,004796,004796,139.5189,35.40532
12,3,1号線,横浜市,舞岡,004810,004810,139.55052,35.40238
12,3,1号線,横浜市,上永谷,004815,004815,139.57221,35.4017
12,3,1号線,横浜市,下永谷,004808,004808,139.5584,35.40291
12,3,1号線,横浜市,中田,004786,004786,139.51066,35.41143
12,3,1号線,横浜市,立場,004775,004775,139.50005,35.41429
12,3,1号線,横浜市,戸塚,004818,004818,139.53474,35.40108
12,3,1号線,横浜市,下飯田,004805,004805,139.48326,35.40351
12,3,3号線,横浜市,仲町台,004416,004416,139.59027,35.53514
12,3,3号線,横浜市,高島町,004654,004654,139.62316,35.45929
12,3,3号線,横浜市,北新横浜,004459,004459,139.61283,35.51953
12,3,3号線,横浜市,三ツ沢上町,004602,004602,139.60568,35.47642
12,3,3号線,横浜市,新羽,004439,004439,139.61208,35.52713
12,3,3号線,横浜市,岸根公園,004539,004539,139.61678,35.49598
12,3,3号線,横浜市,片倉町,004551,004551,139.60686,35.49053
12,3,3号線,横浜市,三ツ沢下町,004601,004601,139.6143,35.47646
12,3,3号線,横浜市,横浜,004636,004633,139.62015,35.46542
12,3,3号線,横浜市,センター北,004353,004353,139.57785,35.55247
12,3,3号線,横浜市,新横浜,004493,004501,139.61696,35.50931
12,3,3号線,横浜市,桜木町,004682,004675,139.63074,35.44964
12,3,3号線,横浜市,関内,004692,004691,139.63531,35.44617
12,3,3号線,横浜市,センター南,004380,004380,139.57404,35.54483
12,3,3号線,横浜市,あざみ野,004316,004314,139.55477,35.56786
12,3,3号線,横浜市,中川,004325,004325,139.57024,35.56274
24,5,金沢シーサイドライン,横浜シーサイドライン,八景島,004993,004993,139.6406,35.34119
24,5,金沢シーサイドライン,横浜シーサイドライン,産業振興センター,004962,004962,139.64675,35.35342
24,5,金沢シーサイドライン,横浜シーサイドライン,野島公園,005025,005025,139.63188,35.33077
24,5,金沢シーサイドライン,横浜シーサイドライン,幸浦,004951,004951,139.64369,35.35874
24,5,金沢シーサイドライン,横浜シーサイドライン,海の公園柴口,004988,004988,139.6356,35.34188
24,5,金沢シーサイドライン,横浜シーサイドライン,並木北,004910,004910,139.64269,35.37239
24,5,金沢シーサイドライン,横浜シーサイドライン,鳥浜,004896,004896,139.64157,35.37745
24,5,金沢シーサイドライン,横浜シーサイドライン,金沢八景,005019,005020,139.62114838,35.33160961
24,5,金沢シーサイドライン,横浜シーサイドライン,並木中央,004930,004930,139.64299,35.3658
24,5,金沢シーサイドライン,横浜シーサイドライン,新杉田,004876,004872,139.62041,35.38597
24,5,金沢シーサイドライン,横浜シーサイドライン,海の公園南口,005003,005003,139.63211,35.33686
24,5,金沢シーサイドライン,横浜シーサイドライン,南部市場,004886,004886,139.63281,35.38027
24,5,金沢シーサイドライン,横浜シーサイドライン,福浦,004968,004968,139.64855,35.34927
24,5,金沢シーサイドライン,横浜シーサイドライン,市大医学部,004984,004984,139.65014,35.34356
21,4,清輝橋線,岡山電気軌道,柳川,007333,007333,133.92506,34.66554
21,4,清輝橋線,岡山電気軌道,田町,007369,007369,133.92633,34.66097
21,4,清輝橋線,岡山電気軌道,郵便局前,007358,007358,133.92633,34.66295
21,4,清輝橋線,岡山電気軌道,新西大寺町筋,007375,007375,133.92633,34.65893
21,4,清輝橋線,岡山電気軌道,大雲寺前,007392,007392,133.92632,34.65682
21,4,清輝橋線,岡山電気軌道,清輝橋,007418,007418,133.92594,34.65195
21,4,東山本線,岡山電気軌道,西川緑道公園,007334,007334,133.92301,34.66554
21,4,東山本線,岡山電気軌道,岡山駅前,007337,007337,133.9194,34.66551
21,4,東山本線,岡山電気軌道,西大寺町・岡山芸術創造劇場ハレノワ前,007377,007377,133.93057,34.65888
21,4,東山本線,岡山電気軌道,東山・おかでんミュージアム,007397,007397,133.94271,34.65618
21,4,東山本線,岡山電気軌道,柳川,007335,007333,133.92506,34.66554
21,4,東山本線,岡山電気軌道,県庁通り,007360,007360,133.93051,34.66291
21,4,東山本線,岡山電気軌道,門田屋敷,007398,007398,133.93871,34.65617
21,4,東山本線,岡山電気軌道,城下,007331,007331,133.92949,34.66556
21,4,東山本線,岡山電気軌道,中納言,007388,007388,133.93728,34.65755
21,4,東山本線,岡山電気軌道,小橋,007387,007387,133.93684,34.6576
23,5,沖縄都市モノレール線,沖縄都市モノレール,壺川,010139,010139,127.67855,26.20547
23,5,沖縄都市モノレール線,沖縄都市モノレール,牧志,010134,010134,127.69266,26.21693
23,5,沖縄都市モノレール線,沖縄都市モノレール,安里,010135,010135,127.69559,26.21649
23,5,沖縄都市モノレール線,沖縄都市モノレール,県庁前,010136,010136,127.67948,26.21454
23,5,沖縄都市モノレール線,沖縄都市モノレール,美栄橋,010133,010133,127.68419,26.21905
23,5,沖縄都市モノレール線,沖縄都市モノレール,旭橋,010137,010137,127.67556,26.21228
23,5,沖縄都市モノレール線,沖縄都市モノレール,儀保,010130,010130,127.7196,26.22422
23,5,沖縄都市モノレール線,沖縄都市モノレール,那覇空港,010138,010138,127.65229,26.20636
23,5,沖縄都市モノレール線,沖縄都市モノレール,首里,010132,010132,127.72518452,26.21898557
23,5,沖縄都市モノレール線,沖縄都市モノレール,おもろまち,010131,010131,127.69848,26.22289
23,5,沖縄都市モノレール線,沖縄都市モノレール,市立病院前,010128,010128,127.71052,26.22715
23,5,沖縄都市モノレール線,沖縄都市モノレール,小禄,010141,010141,127.66679,26.19635
23,5,沖縄都市モノレール線,沖縄都市モノレール,赤嶺,010142,010142,127.66102,26.19334
23,5,沖縄都市モノレール線,沖縄都市モノレール,奥武山公園,010140,010140,127.67494,26.20054
12,5,会津線,会津鉄道,養鱒公園,001578,001578,139.84153,37.22426
12,5,会津線,会津鉄道,七ヶ岳登山口,001628,001628,139.71738,37.12418
12,5,会津線,会津鉄道,湯野上温泉,001549,001549,139.89534,37.30371
12,5,会津線,会津鉄道,芦ノ牧温泉,001511,001511,139.93229,37.39503
12,5,会津線,会津鉄道,南若松,001481,001481,139.91446,37.45887
12,5,会津線,会津鉄道,田島高校前,001585,001585,139.80046,37.20933
12,5,会津線,会津鉄道,会津荒海,001612,001612,139.73368,37.1533
12,5,会津線,会津鉄道,ふるさと公園,001570,001570,139.85887,37.243
12,5,会津線,会津鉄道,中荒井,001595,001595,139.75068,37.17995
12,5,会津線,会津鉄道,会津下郷,001565,001565,139.8652,37.25544
12,5,会津線,会津鉄道,門田,001494,001494,139.91378,37.44234
12,5,会津線,会津鉄道,塔のへつり,001556,001556,139.90121,37.27434
12,5,会津線,会津鉄道,会津田島,001588,001588,139.77388,37.20328
12,5,会津線,会津鉄道,あまや,001500,001500,139.91759,37.41725
12,5,会津線,会津鉄道,会津山村道場,001616,001616,139.73151,37.14376
12,5,会津線,会津鉄道,芦ノ牧温泉南,001541,001541,139.91877,37.33429
12,5,会津線,会津鉄道,大川ダム公園,001534,001534,139.92068,37.34649
12,5,会津線,会津鉄道,会津長野,001580,001580,139.82344,37.21516
12,5,会津線,会津鉄道,弥五島,001561,001561,139.89036,37.26653
12,5,会津線,会津鉄道,西若松,001468,001467,139.91417,37.48637
12,5,会津線,会津鉄道,会津高原尾瀬口,001642,001641,139.70512,37.09002
